num,code,name,typecode,type
1154,290740,액트로,32902,특수 목적용 기계 제조업
1155,238090,앤디포스,32202,플라스틱제품 제조업
1156,092600,앤씨앤,32601,반도체 제조업
1157,266170,앤유엔터테인먼트,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업"
1158,174900,앱클론,32103,의료용품 및 기타 의약 관련제품 제조업
1159,255440,야스,32902,특수 목적용 기계 제조업
1160,030960,양지사,31801,인쇄 및 인쇄관련 산업
1161,102120,어보브반도체,32601,반도체 제조업
1162,224810,엄지하우스,64204,실내건축 및 건축마무리 공사업
1163,041590,에너전트,32602,전자부품 제조업
1164,019990,에너토크,32901,일반 목적용 기계 제조업
1165,011090,에넥스,33201,가구 제조업
1166,208890,에듀파트너,168507,교육지원 서비스업
1167,041440,에버다임,32902,특수 목적용 기계 제조업
1168,270660,에브리봇,32805,가정용 기기 제조업
1169,038680,에스넷,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
1170,217480,에스디생명공학,32004,기타 화학제품 제조업
1171,121890,에스디시스템,32602,전자부품 제조업
1172,030270,에스마크,31301,방적 및 가공사 제조업
1173,097780,에스맥,32604,통신 및 방송 장비 제조업
1174,073070,에스모,33003,자동차 신품 부품 제조업
1175,042110,에스씨디,32805,가정용 기기 제조업
1176,065420,에스아이리소스,20501,석탄 광업
1177,270210,에스알바이오텍,32004,기타 화학제품 제조업
1178,103230,에스앤더블류,32901,일반 목적용 기계 제조업
1179,260970,에스앤디,31007,기타 식품 제조업
1180,900080,에스앤씨엔진그룹,116409,기타 금융업
1181,101490,에스앤에스텍,32602,전자부품 제조업
1182,095910,에스에너지,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
1183,275630,에스에스알,105802,소프트웨어 개발 및 공급업
1184,031330,에스에이엠티,74605,기계장비 및 관련 물품 도매업
1185,060540,에스에이티,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
1186,158300,에스에이티이엔지,32902,특수 목적용 기계 제조업
1187,112240,에스에프씨,32202,플라스틱제품 제조업
1188,056190,에스에프에이,32902,특수 목적용 기계 제조업
1189,080000,에스엔유,32902,특수 목적용 기계 제조업
1190,160600,에스엔텍,32902,특수 목적용 기계 제조업
1191,263920,에스엔피월드,33309,그외 기타 제품 제조업
1192,086460,에스엔피제네틱스,137001,자연과학 및 공학 연구개발업
1193,005850,에스엘,33003,자동차 신품 부품 제조업
1194,246250,에스엘에스바이오,137209,기타 과학기술 서비스업
1195,041510,에스엠,105902,오디오물 출판 및 원판 녹음업
1196,299670,에스엠비나,31401,봉제의복 제조업
1197,007820,에스엠코어,32901,일반 목적용 기계 제조업
1198,109610,에스와이패널,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업"
1199,012750,에스원,147503,"경비, 경호 및 탐정업"
1200,123700,에스제이엠,33003,자동차 신품 부품 제조업
1201,025530,에스제이엠홀딩스,116409,기타 금융업
1202,080440,에스제이케이,33003,자동차 신품 부품 제조업
1203,217910,에스제이켐,32001,기초 화학물질 제조업
1204,224020,에스케이씨에스,32202,플라스틱제품 제조업
1205,096630,에스코넥,32604,통신 및 방송 장비 제조업
1206,069510,에스텍,32605,영상 및 음향기기 제조업
1207,041910,에스텍파마,32102,의약품 제조업
1208,234300,에스트래픽,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
1209,039440,에스티아이,32902,특수 목적용 기계 제조업
1210,098660,에스티오,31401,봉제의복 제조업
1211,052020,에스티큐브,32602,전자부품 제조업
1212,237690,에스티팜,32102,의약품 제조업
1213,050760,에스폴리텍,32202,플라스틱제품 제조업
1214,288620,에스퓨얼셀,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
1215,058610,에스피지,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
1216,043340,에쎈테크,32901,일반 목적용 기계 제조업
1217,023960,에쓰씨엔지니어링,64102,토목 건설업
1218,298690,에어부산,85101,항공 여객 운송업
1219,054630,에이디칩스,33309,그외 기타 제품 제조업
1220,200710,에이디테크놀로지,32601,반도체 제조업
1221,140910,에이리츠,126801,부동산 임대 및 공급업
1222,078520,에이블씨엔씨,32004,기타 화학제품 제조업
1223,298380,에이비엘바이오,32101,기초 의약물질 및 생물학적 제제 제조업
1224,203400,에이비온,137001,자연과학 및 공학 연구개발업
1225,003800,에이스침대,33201,가구 제조업
1226,088800,에이스테크,32604,통신 및 방송 장비 제조업
1227,138360,에이씨티,32004,기타 화학제품 제조업
1228,039230,에이아이비트,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
1229,050320,에이앤티앤,74605,기계장비 및 관련 물품 도매업
1230,015260,에이엔피,32602,전자부품 제조업
1231,234070,에이원알폼,147603,산업용 기계 및 장비 임대업
1232,072990,에이치시티,137209,기타 과학기술 서비스업
1233,044990,에이치엔에스하이텍,32602,전자부품 제조업
1234,176440,에이치엔티,32602,전자부품 제조업
1235,028300,에이치엘비,33101,선박 및 보트 건조업
1236,067630,에이치엘비생명과학,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업"
1237,043220,에이치엘비파워,74608,상품 종합 도매업
1238,239610,에이치엘사이언스,31007,기타 식품 제조업
1239,044780,에이치케이,32902,특수 목적용 기계 제조업
1240,033600,에이코넬,33003,자동차 신품 부품 제조업
1241,071670,에이테크솔루션,32902,특수 목적용 기계 제조업
1242,045660,에이텍,32603,컴퓨터 및 주변장치 제조업
1243,224110,에이텍티앤,32604,통신 및 방송 장비 제조업
1244,021080,에이티넘인베스트,116402,신탁업 및 집합투자업
1245,089530,에이티세미콘,32601,반도체 제조업
1246,182400,에이티젠,32101,기초 의약물질 및 생물학적 제제 제조업
1247,207490,에이펙스인텍,32804,전구 및 조명장치 제조업
1248,109960,에이프로젠 H&G,32604,통신 및 방송 장비 제조업
1249,007460,에이프로젠 KIC,32509,기타 금속 가공제품 제조업
1250,003060,에이프로젠제약,32102,의약품 제조업
1251,089970,에이피티씨,32902,특수 목적용 기계 제조업
1252,214870,에치디프로,32604,통신 및 방송 장비 제조업
1253,230240,에치에프알,32604,통신 및 방송 장비 제조업
1254,064510,에코마이스터,32902,특수 목적용 기계 제조업
1255,230360,에코마케팅,137103,광고업
1256,038870,에코바이오,147401,사업시설 유지·관리 서비스업
1257,128540,에코캡,33003,자동차 신품 부품 제조업
1258,086520,에코프로,32004,기타 화학제품 제조업
1259,247540,에코프로비엠,32802,일차전지 및 축전지 제조업
1260,038110,에코플라스틱,33003,자동차 신품 부품 제조업
1261,073540,에프알텍,32604,통신 및 방송 장비 제조업
1262,064850,에프앤가이드,116601,금융 지원 서비스업
1263,064090,에프앤리퍼블릭,74608,상품 종합 도매업
1264,036810,에프에스티,32602,전자부품 제조업
1265,173940,에프엔씨엔터,105902,오디오물 출판 및 원판 녹음업
1266,083500,에프엔에스테크,32902,특수 목적용 기계 제조업
1267,065160,에프티이앤이,32005,화학섬유 제조업
1268,054940,엑사이엔씨,64204,실내건축 및 건축마무리 공사업
1269,950130,엑세스바이오,32103,의료용품 및 기타 의약 관련제품 제조업
1270,205100,엑셈,105802,소프트웨어 개발 및 공급업
1271,092870,엑시콘,32902,특수 목적용 기계 제조업
1272,067570,엔브이에이치코리아,33003,자동차 신품 부품 제조업
1273,140610,엔솔바이오사이언스,137001,자연과학 및 공학 연구개발업
1274,101400,엔시트론,32601,반도체 제조업
1275,036570,엔씨소프트,105802,소프트웨어 개발 및 공급업
1276,217820,엔에스,32902,특수 목적용 기계 제조업
1277,138250,엔에스쇼핑,74709,무점포 소매업
1278,031860,엔에스엔,74608,상품 종합 도매업
1279,224760,엔에스컴퍼니,64102,토목 건설업
1280,256630,엔에이치스팩10호,116601,금융 지원 서비스업
1281,256840,엔에이치스팩11호,116601,금융 지원 서비스업
1282,273060,엔에이치스팩12호,116601,금융 지원 서비스업
1283,310840,엔에이치스팩13호,116601,금융 지원 서비스업
1284,208860,엔지스테크널러지,105802,소프트웨어 개발 및 공급업
1285,183490,엔지켐생명과학,32101,기초 의약물질 및 생물학적 제제 제조업
1286,085310,엔케이,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업"
1287,262760,엔케이맥스,32102,의약품 제조업
1288,009810,엔케이물산,74607,기타 전문 도매업
1289,206400,엔터메이트,105802,소프트웨어 개발 및 공급업
1290,069410,엔텔스,105802,소프트웨어 개발 및 공급업
1291,004250,엔피씨,32202,플라스틱제품 제조업
1292,048830,엔피케이,32002,합성고무 및 플라스틱 물질 제조업
1293,096870,엘디티,32601,반도체 제조업
1294,276240,엘리비젼,32605,영상 및 음향기기 제조업
1295,900140,엘브이엠씨,116409,기타 금융업
1296,061970,엘비세미콘,32601,반도체 제조업
1297,138690,엘아이에스,32902,특수 목적용 기계 제조업
1298,290650,엘앤씨바이오,32102,의약품 제조업
1299,066970,엘앤에프,32802,일차전지 및 축전지 제조업
1300,156100,엘앤케이바이오,32701,의료용 기기 제조업
1301,311060,엘에이티,32902,특수 목적용 기계 제조업
1302,073110,엘엠에스,32703,사진장비 및 광학기기 제조업
1303,083310,엘오티베큠,32902,특수 목적용 기계 제조업
1304,037950,엘컴텍,32602,전자부품 제조업
1305,170920,엘티씨,32001,기초 화학물질 제조업
1306,183350,엘피케이,32902,특수 목적용 기계 제조업
1307,058630,엠게임,105802,소프트웨어 개발 및 공급업
1308,058970,엠로,105802,소프트웨어 개발 및 공급업
1309,019590,엠벤처투자,116402,신탁업 및 집합투자업
1310,097520,엠씨넥스,32605,영상 및 음향기기 제조업
1311,179290,엠아이텍,32701,의료용 기기 제조업
1312,225860,엠앤씨생명과학,32004,기타 화학제품 제조업
1313,009780,엠에스씨,31007,기타 식품 제조업
1314,123040,엠에스오토텍,33003,자동차 신품 부품 제조업
1315,251960,엠에프엠코리아,31403,편조의복 제조업
1316,032790,엠젠플러스,74605,기계장비 및 관련 물품 도매업
1317,033160,엠케이전자,32602,전자부품 제조업
1318,204020,엠코르셋,31401,봉제의복 제조업
1319,259630,엠플러스,32902,특수 목적용 기계 제조업
1320,115960,연우,32202,플라스틱제품 제조업
1321,090740,연이정보통신,32602,전자부품 제조업
1322,014440,영보화학,32202,플라스틱제품 제조업
1323,007530,영신금속,32509,기타 금속 가공제품 제조업
1324,143540,영우디에스피,32902,특수 목적용 기계 제조업
1325,111770,영원무역,74608,상품 종합 도매업
1326,009970,영원무역홀딩스,116409,기타 금융업
1327,036180,영인프런티어,74605,기계장비 및 관련 물품 도매업
1328,003520,영진약품,32102,의약품 제조업
1329,000670,영풍,32402,1차 비철금속 제조업
1330,036560,영풍정밀,32901,일반 목적용 기계 제조업
1331,006740,영풍제지,31702,"골판지, 종이 상자 및 종이용기 제조업"
1332,242850,영현무역,74601,상품 중개업
1333,012280,영화금속,33003,자동차 신품 부품 제조업
1334,265560,영화테크,33003,자동차 신품 부품 제조업
1335,012160,영흥철강,32401,1차 철강 제조업
1336,036000,예림당,105801,"서적, 잡지 및 기타 인쇄물 출판업"
1337,053280,예스24,74709,무점포 소매업
1338,015360,예스코홀딩스,116409,기타 금융업
1339,122640,예스티,32902,특수 목적용 기계 제조업
1340,179720,옐로페이,105802,소프트웨어 개발 및 공급업
1341,900300,오가닉티코스메틱,116409,기타 금융업
1342,045060,오공,32004,기타 화학제품 제조업
1343,080520,오디텍,32601,반도체 제조업
1344,007310,오뚜기,31007,기타 식품 제조업
1345,079440,오렌지라이프,116501,보험업
1346,039830,오로라,137302,전문디자인업
1347,046120,오르비텍,137209,기타 과학기술 서비스업
1348,014940,오리엔탈정공,33101,선박 및 보트 건조업
1349,002630,오리엔트바이오,32102,의약품 제조업
1350,065500,오리엔트정공,33003,자동차 신품 부품 제조업
1351,271560,오리온,31007,기타 식품 제조업
1352,001800,오리온홀딩스,116409,기타 금융업
1353,010470,오리콤,137103,광고업
1354,053980,오상자이엘,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
1355,052420,오성첨단소재,32202,플라스틱제품 제조업
1356,241790,오션브릿지,32004,기타 화학제품 제조업
1357,039200,오스코텍,32102,의약품 제조업
1358,226400,오스테오닉,32701,의료용 기기 제조업
1359,031510,오스템,33003,자동차 신품 부품 제조업
1360,048260,오스템임플란트,32701,의료용 기기 제조업
1361,138080,오이솔루션,32604,통신 및 방송 장비 제조업
1362,080580,오킨스전자,32602,전자부품 제조업
1363,067170,오텍,33004,자동차 재제조 부품 제조업
1364,173130,오파스넷,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
1365,049480,오픈베이스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
1366,226950,올릭스,137001,자연과학 및 공학 연구개발업
1367,057540,옴니시스템,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
1368,057680,옴니텔,105802,소프트웨어 개발 및 공급업
1369,123010,옵토팩,32602,전자부품 제조업
1370,082210,옵트론텍,32703,사진장비 및 광학기기 제조업
1371,109080,옵티시스,32604,통신 및 방송 장비 제조업
1372,153710,옵티팜,32103,의료용품 및 기타 의약 관련제품 제조업
1373,052770,와이디온라인,105802,소프트웨어 개발 및 공급업
1374,057030,와이비엠넷,168507,교육지원 서비스업
1375,122990,와이솔,32602,전자부품 제조업
1376,232140,와이아이케이,32902,특수 목적용 기계 제조업
1377,067900,와이엔텍,53802,폐기물 처리업
1378,155650,와이엠씨,32602,전자부품 제조업
1379,251370,와이엠티,32001,기초 화학물질 제조업
1380,066430,와이오엠,74607,기타 전문 도매업
1381,193250,와이제이엠게임즈,32602,전자부품 제조업
1382,019210,와이지-원,32509,기타 금속 가공제품 제조업
1383,122870,와이지엔터테인먼트,105902,오디오물 출판 및 원판 녹음업
1383,122870,YG,105902,오디오물 출판 및 원판 녹음업
1384,079000,와토스코리아,32202,플라스틱제품 제조업
1385,070960,용평리조트,95501,일반 및 생활 숙박시설 운영업
1386,114630,우노앤컴퍼니,32005,화학섬유 제조업
1387,316140,우리금융지주,116409,기타 금융업
1388,032820,우리기술,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
1389,041190,우리기술투자,116409,기타 금융업
1390,115440,우리넷,32604,통신 및 방송 장비 제조업
1391,004720,우리들제약,32102,의약품 제조업
1392,118000,우리들휴브레인,74605,기계장비 및 관련 물품 도매업
1393,046970,우리로,32604,통신 및 방송 장비 제조업
1394,215360,우리산업,33003,자동차 신품 부품 제조업
1395,072470,우리산업홀딩스,116409,기타 금융업
1396,073560,우리손에프앤지,31001,"도축, 육류 가공 및 저장 처리업"
1397,153490,우리이앤엘,32601,반도체 제조업
1398,082850,우리이티아이,32804,전구 및 조명장치 제조업
1399,037400,우리조명,32804,전구 및 조명장치 제조업
1400,010050,우리종금,116409,기타 금융업
1401,101170,우림기계,32901,일반 목적용 기계 제조업
1402,006980,우성사료,31006,"곡물가공품, 전분 및 전분제품 제조업"
1403,066590,우수AMS,33003,자동차 신품 부품 제조업
1404,017370,우신시스템,32902,특수 목적용 기계 제조업
1405,046940,우원개발,64201,기반조성 및 시설물 축조관련 전문공사업
1406,215380,우정바이오,137001,자연과학 및 공학 연구개발업
1407,065680,우주일렉트로,32602,전자부품 제조업
1408,105840,우진,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
1409,018620,우진비앤지,32102,의약품 제조업
1410,010400,우진아이엔에스,64202,건물설비 설치 공사업
1411,049800,우진플라임,32902,특수 목적용 기계 제조업
1412,016880,웅진,116409,기타 금융업
1413,095720,웅진씽크빅,168501,초등 교육기관
1414,103130,웅진에너지,32601,반도체 제조업
1415,021240,웅진코웨이,199609,그외 기타 개인 서비스업
1416,005820,원림,31303,편조원단 제조업
1417,032940,원익,74605,기계장비 및 관련 물품 도매업
1418,240810,원익IPS,32902,특수 목적용 기계 제조업
1419,074600,원익QnC,32301,유리 및 유리제품 제조업
1420,104830,원익머트리얼즈,32001,기초 화학물질 제조업
1421,014190,원익큐브,74607,기타 전문 도매업
1422,030530,원익홀딩스,116409,기타 금융업
1423,012620,원일특강,32401,1차 철강 제조업
1424,216280,원텍,32701,의료용 기기 제조업
1425,008370,원풍,32202,플라스틱제품 제조업
1426,008290,원풍물산,31401,봉제의복 제조업
1427,101160,월덱스,32602,전자부품 제조업
1428,095270,웨이브일렉트로,32604,통신 및 방송 장비 제조업
1429,010600,웰바이오텍,74601,상품 중개업
1430,065950,웰크론,31302,직물직조 및 직물제품 제조업
1431,114190,웰크론강원,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업"
1432,076080,웰크론한텍,64101,건물 건설업
1433,196700,웹스,32002,합성고무 및 플라스틱 물질 제조업
1434,069080,웹젠,105802,소프트웨어 개발 및 공급업
1435,053580,웹케시,105802,소프트웨어 개발 및 공급업
1436,044340,위닉스,32805,가정용 기기 제조업
1437,112040,위메이드,105802,소프트웨어 개발 및 공급업
1438,065370,위세아이텍,105802,소프트웨어 개발 및 공급업
1439,140660,위월드,32604,통신 및 방송 장비 제조업
1440,038620,위즈코프,74707,연료 소매업
1441,299900,위지윅스튜디오,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업"
1442,036090,위지트,32902,특수 목적용 기계 제조업
1443,136540,윈스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
1444,097800,윈팩,32601,반도체 제조업
1445,192390,윈하이텍,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업"
1446,008600,윌비스,74604,생활용품 도매업
1447,900340,윙입푸드,116409,기타 금융업
1448,033270,유나이티드,32102,의약품 제조업
1449,014830,유니드,32001,기초 화학물질 제조업
1450,036200,유니셈,32902,특수 목적용 기계 제조업
1451,018000,유니슨,32901,일반 목적용 기계 제조업
1452,000910,유니온,32303,"시멘트, 석회, 플라스터 및 그 제품 제조업"
1453,047400,유니온머티리얼,32302,"내화, 비내화 요업제품 제조업"
1454,203450,유니온커뮤니티,32604,통신 및 방송 장비 제조업
1455,011330,유니켐,31501,"가죽, 가방 및 유사제품 제조업"
1456,077500,유니퀘스트,74605,기계장비 및 관련 물품 도매업
1457,011320,유니크,33003,자동차 신품 부품 제조업
1458,086390,유니테스트,32902,특수 목적용 기계 제조업
1459,241690,유니테크노,33003,자동차 신품 부품 제조업
1460,142210,유니트론텍,74502,자동차 부품 및 내장품 판매업
1461,121060,유니포인트,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
1462,048430,유라테크,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
1463,206650,유바이오로직스,137001,자연과학 및 공학 연구개발업
1464,089850,유비벨록스,105802,소프트웨어 개발 및 공급업
1465,084440,유비온,106309,기타 정보 서비스업
1466,032620,유비케어,105802,소프트웨어 개발 및 공급업
1467,264450,유비쿼스,32604,통신 및 방송 장비 제조업
1468,078070,유비쿼스홀딩스,116409,기타 금융업
1469,002920,유성기업,33003,자동차 신품 부품 제조업
1470,024800,유성티엔에스,84902,육상 여객 운송업
1471,000700,유수홀딩스,137105,회사 본부 및 경영 컨설팅 서비스업
1472,054930,유신,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업"
1473,252370,유쎌,32004,기타 화학제품 제조업
1474,069330,유아이디,32602,전자부품 제조업
1475,049520,유아이엘,32602,전자부품 제조업
1476,287410,유안타제3호스팩,116601,금융 지원 서비스업
1477,313750,유안타제4호스팩,116601,금융 지원 서비스업
1478,003470,유안타증권,116601,금융 지원 서비스업
1479,056090,유앤아이,32701,의료용 기기 제조업
1480,011690,유양디앤유,32601,반도체 제조업
1481,263770,유에스티,32401,1차 철강 제조업
1482,072130,유엔젤,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
1483,000220,유유제약,32102,의약품 제조업
1484,195990,유지인트,32902,특수 목적용 기계 제조업
1485,023410,유진기업,32303,"시멘트, 석회, 플라스터 및 그 제품 제조업"
1486,056080,유진로봇,32902,특수 목적용 기계 제조업
1487,001200,유진증권,116601,금융 지원 서비스업
1488,084370,유진테크,32902,특수 목적용 기계 제조업
1489,178780,유테크,32602,전자부품 제조업
1490,221800,유투바이오,137209,기타 과학기술 서비스업
1491,179900,유티아이,32602,전자부품 제조업
1492,263050,유틸렉스,32101,기초 의약물질 및 생물학적 제제 제조업
1493,000100,유한양행,32102,의약품 제조업
1494,003460,유화증권,116601,금융 지원 서비스업
1495,191410,육일씨엔에쓰,32602,전자부품 제조업
1496,008730,율촌화학,32202,플라스틱제품 제조업
1497,008250,이건산업,31602,나무제품 제조업
1498,039020,이건홀딩스,116409,기타 금융업
1499,025820,이구산업,32402,1차 비철금속 제조업
1500,060230,이그잭스,32602,전자부품 제조업
1501,067920,이글루시큐리티,105802,소프트웨어 개발 및 공급업
1502,044960,이글벳,74607,기타 전문 도매업
1503,302430,이노메트리,32902,특수 목적용 기계 제조업
1504,214320,이노션,137103,광고업
1505,073490,이노와이어리스,32604,통신 및 방송 장비 제조업
1506,215790,이노인스트루먼트,32604,통신 및 방송 장비 제조업
1507,246960,이노테라피,137001,자연과학 및 공학 연구개발업
1508,088390,이녹스,116409,기타 금융업
1509,272290,이녹스첨단소재,32602,전자부품 제조업
1510,053350,이니텍,105802,소프트웨어 개발 및 공급업
1511,258610,이더블유케이,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업"
1512,033110,이디,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
1513,041520,이라이콤,74601,상품 중개업
1514,054210,이랜텍,32602,전자부품 제조업
1515,065440,이루온,105802,소프트웨어 개발 및 공급업
1516,088260,이리츠코크렙,126801,부동산 임대 및 공급업
1517,139480,이마트,74701,종합 소매업
1518,036260,이매진아시아,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업"
1519,115610,이미지스,32601,반도체 제조업
1520,078020,이베스트투자증권,116601,금융 지원 서비스업
1521,208850,이비테크,32809,기타 전기장비 제조업
1522,080010,이상네트웍스,74601,상품 중개업
1523,086890,이수앱지스,32103,의료용품 및 기타 의약 관련제품 제조업
1524,007660,이수페타시스,32602,전자부품 제조업
1525,005950,이수화학,32001,기초 화학물질 제조업
1526,015020,이스타코,126801,부동산 임대 및 공급업
1527,047560,이스트소프트,105802,소프트웨어 개발 및 공급업
1528,900110,이스트아시아홀딩스,116409,기타 금융업
1529,067010,이씨에스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
1530,093230,이아이디,74607,기타 전문 도매업
1531,223310,이에스브이,105802,소프트웨어 개발 및 공급업
1532,241510,이에스산업,32901,일반 목적용 기계 제조업
1533,052190,이에스에이,189001,창작 및 예술관련 서비스업
1534,226360,이엑스티,64102,토목 건설업
1535,101360,이엔드디,32004,기타 화학제품 제조업
1536,102710,이엔에프테크놀로지,32004,기타 화학제품 제조업
1537,094190,이엘케이,32602,전자부품 제조업
1538,063760,이엘피,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
1539,123570,이엠넷,137103,광고업
1540,095190,이엠코리아,32902,특수 목적용 기계 제조업
1541,091120,이엠텍,32602,전자부품 제조업
1542,232530,이엠티,32802,일차전지 및 축전지 제조업
1543,102460,이연제약,32102,의약품 제조업
1544,039030,이오테크닉스,32902,특수 목적용 기계 제조업
1545,088290,이원컴포텍,33003,자동차 신품 부품 제조업
1546,084680,이월드,189102,유원지 및 기타 오락관련 서비스업
1547,181340,이즈미디어,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
1548,035810,이지바이오,31008,동물용 사료 및 조제식품 제조업
1549,090850,이지웰페어,105802,소프트웨어 개발 및 공급업
1550,099750,이지케어텍,105802,소프트웨어 개발 및 공급업
1551,092130,이크레더블,106309,기타 정보 서비스업
1552,016250,이테크건설,64101,건물 건설업
1553,096040,이트론,32603,컴퓨터 및 주변장치 제조업
1554,134060,이퓨쳐,105801,"서적, 잡지 및 기타 인쇄물 출판업"
1555,001840,이화공영,64101,건물 건설업
1556,000760,이화산업,74607,기타 전문 도매업
1557,024810,이화전기,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
1558,014990,인디에프,31401,봉제의복 제조업
1559,041830,인바디,32701,의료용 기기 제조업
1560,079950,인베니아,32902,특수 목적용 기계 제조업
1561,277410,인산가,31007,기타 식품 제조업
1562,060150,인선이엔티,53802,폐기물 처리업
1563,033230,인성정보,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
1564,006490,인스코비,106102,전기 통신업
1565,037330,인지디스플레,32602,전자부품 제조업
1566,023800,인지컨트롤스,33003,자동차 신품 부품 제조업
1567,034590,인천도시가스,43502,연료용 가스 제조 및 배관공급업
1568,211050,인카금융서비스,116602,보험 및 연금관련 서비스업
1569,083640,인콘,32604,통신 및 방송 장비 제조업
1570,216050,인크로스,137103,광고업
1571,049070,인탑스,32604,통신 및 방송 장비 제조업
1572,119610,인터로조,32703,사진장비 및 광학기기 제조업
1573,158310,인터불스,32902,특수 목적용 기계 제조업
1574,017250,인터엠,32605,영상 및 음향기기 제조업
1575,129260,인터지스,84903,도로 화물 운송업
1576,240340,인터코스,32004,기타 화학제품 제조업
1577,108790,인터파크,74709,무점포 소매업
1578,035080,인터파크홀딩스,116409,기타 금융업
1579,051370,인터플렉스,32602,전자부품 제조업
1580,064290,인텍플러스,32902,특수 목적용 기계 제조업
1581,189300,인텔리안테크,32604,통신 및 방송 장비 제조업
1582,150840,인트로메딕,32701,의료용 기기 제조업
1583,048530,인트론바이오,32101,기초 의약물질 및 생물학적 제제 제조업
1584,023810,인팩,33003,자동차 신품 부품 제조업
1585,175140,인포마크,32604,통신 및 방송 장비 제조업
1586,115310,인포바인,106102,전기 통신업
1587,039290,인포뱅크,106309,기타 정보 서비스업
1588,041020,인프라웨어,105802,소프트웨어 개발 및 공급업
1589,247300,인프라웨어테크놀러지,105802,소프트웨어 개발 및 공급업
1590,071200,인피니트헬스케어,105802,소프트웨어 개발 및 공급업
1591,101930,인화정공,33101,선박 및 보트 건조업
1592,249420,일동제약,32102,의약품 제조업
1593,000230,일동홀딩스,116409,기타 금융업
1594,013360,일성건설,64102,토목 건설업
1595,003120,일성신약,32102,의약품 제조업
1596,068330,일신바이오,32901,일반 목적용 기계 제조업
1597,003200,일신방직,31301,방적 및 가공사 제조업
1598,007110,일신석재,74606,"건축자재, 철물 및 난방장치 도매업"
1599,058450,일야,32604,통신 및 방송 장비 제조업
1600,007570,일양약품,32102,의약품 제조업
1601,008500,일정실업,31303,편조원단 제조업
1602,019540,일지테크,33003,자동차 신품 부품 제조업
1603,081000,일진다이아,32004,기타 화학제품 제조업
1604,020760,일진디스플,32601,반도체 제조업
1605,020150,일진머티리얼즈,32602,전자부품 제조업
1606,103590,일진전기,32803,절연선 및 케이블 제조업
1607,094820,일진파워,64203,전기 및 통신 공사업
1608,015860,일진홀딩스,116409,기타 금융업
1609,226320,잇츠한불,32004,기타 화학제품 제조업
1610,950140,잉글우드랩,32004,기타 화학제품 제조업
1611,049550,잉크테크,32004,기타 화학제품 제조업
1612,230400,자비스,32701,의료용 기기 제조업
1613,043910,자연과환경,53901,환경 정화 및 복원업
1614,234920,자이글,32805,가정용 기기 제조업
1615,033240,자화전자,32602,전자부품 제조업
1616,174880,장원테크,32604,통신 및 방송 장비 제조업
1617,049630,재영솔루텍,32703,사진장비 및 광학기기 제조업
1618,000950,전방,31301,방적 및 가공사 제조업
1619,120780,전우정밀,33003,자동차 신품 부품 제조업
1620,110020,전진바이오팜,32004,기타 화학제품 제조업
1621,065530,전파기지국,106102,전기 통신업
1622,208140,정다운,31001,"도축, 육류 가공 및 저장 처리업"
1623,022220,정산애강,32202,플라스틱제품 제조업
1624,040420,정상제이엘에스,168505,일반 교습 학원
